[2024-12-12 04:07:08] [IP: ::1] [Navegador: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36] Sesión iniciada.
[2024-12-12 04:07:08] [IP: ::1] [Navegador: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36] Conexión a la base de datos exitosa.
[2024-12-12 04:07:08] [IP: ::1] [Navegador: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36] Configuración de Google iniciada.
[2024-12-12 04:07:08] [IP: ::1] [Navegador: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36] Redirigiendo al usuario para autenticación con Google. URL: https://accounts.google.com/o/oauth2/v2/auth?response_type=code&access_type=online&client_id=667738411133-bj6hotjjifgdl8941jb0q33hc749t313.apps.googleusercontent.com&redirect_uri=http%3A%2F%2Flocalhost%2Fpowertools-1%2Fcontrollers%2Flogin.php&state&scope=email%20profile&approval_prompt=auto
[2024-12-12 04:08:49] [IP: ::1] [Navegador: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36] Sesión iniciada.
[2024-12-12 04:08:49] [IP: ::1] [Navegador: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36] Conexión a la base de datos exitosa.
[2024-12-12 04:08:49] [IP: ::1] [Navegador: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36] Configuración de Google iniciada.
[2024-12-12 04:08:49] [IP: ::1] [Navegador: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36] Redirigiendo al usuario para autenticación con Google. URL: https://accounts.google.com/o/oauth2/v2/auth?response_type=code&access_type=online&client_id=667738411133-bj6hotjjifgdl8941jb0q33hc749t313.apps.googleusercontent.com&redirect_uri=http%3A%2F%2Flocalhost%2Fpowertools-1%2Fcontrollers%2Flogin.php&state&scope=email%20profile&approval_prompt=auto
[2024-12-12 04:08:55] [IP: ::1] [Navegador: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36] Sesión iniciada.
[2024-12-12 04:08:55] [IP: ::1] [Navegador: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36] Conexión a la base de datos exitosa.
[2024-12-12 04:08:55] [IP: ::1] [Navegador: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36] Configuración de Google iniciada.
[2024-12-12 04:08:55] [IP: ::1] [Navegador: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36] Parámetro 'code' recibido: 4/0AeanS0YPdGiqoa0FYz2J6iKohlUKoudlh-5_Mn7MBjne4xrba5cTyMOiV4VLSxRppTtcIw
[2024-12-12 04:08:56] [IP: ::1] [Navegador: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36] Token de acceso obtenido.
[2024-12-12 04:08:56] [IP: ::1] [Navegador: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36] validacion logjccontrerascruz24@gmail.com
[2024-12-12 04:08:56] [IP: ::1] [Navegador: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36] Información de Google - Email: jccontrerascruz24@gmail.com, Nombre: Jhonatan Contreras Cruz
[2024-12-12 04:08:56] [IP: ::1] [Navegador: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36] Usuario no registrado. Insertando en la base de datos.
[2024-12-12 04:08:56] [IP: ::1] [Navegador: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36] Inserción exitosa. ID del nuevo usuario: 7.
[2024-12-12 05:18:16] [IP: ::1] [Navegador: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36] Sesión iniciada.
[2024-12-12 05:18:16] [IP: ::1] [Navegador: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36] Conexión a la base de datos exitosa.
[2024-12-12 05:18:16] [IP: ::1] [Navegador: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36] Inicio de sesión exitoso para el usuario: Jhonatan Camilo
[2024-12-12 05:19:06] [IP: ::1] [Navegador: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36] Sesión iniciada.
[2024-12-12 05:19:06] [IP: ::1] [Navegador: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36] Conexión a la base de datos exitosa.
[2024-12-12 05:19:06] [IP: ::1] [Navegador: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36] Redirigiendo a autenticación con Google. URL: https://accounts.google.com/o/oauth2/v2/auth?response_type=code&access_type=online&client_id=667738411133-bj6hotjjifgdl8941jb0q33hc749t313.apps.googleusercontent.com&redirect_uri=http%3A%2F%2Flocalhost%2Fpowertools-1%2Fcontrollers%2Flogin.php&state&scope=email%20profile&approval_prompt=auto
[2024-12-12 05:19:13] [IP: ::1] [Navegador: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36] Sesión iniciada.
[2024-12-12 05:19:13] [IP: ::1] [Navegador: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36] Conexión a la base de datos exitosa.
[2024-12-12 05:19:13] [IP: ::1] [Navegador: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36] Redirigiendo a autenticación con Google. URL: https://accounts.google.com/o/oauth2/v2/auth?response_type=code&access_type=online&client_id=667738411133-bj6hotjjifgdl8941jb0q33hc749t313.apps.googleusercontent.com&redirect_uri=http%3A%2F%2Flocalhost%2Fpowertools-1%2Fcontrollers%2Flogin.php&state&scope=email%20profile&approval_prompt=auto
[2024-12-12 05:19:24] [IP: ::1] [Navegador: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36] Sesión iniciada.
[2024-12-12 05:19:24] [IP: ::1] [Navegador: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36] Conexión a la base de datos exitosa.
[2024-12-12 05:19:24] [IP: ::1] [Navegador: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36] Redirigiendo a autenticación con Google. URL: https://accounts.google.com/o/oauth2/v2/auth?response_type=code&access_type=online&client_id=667738411133-bj6hotjjifgdl8941jb0q33hc749t313.apps.googleusercontent.com&redirect_uri=http%3A%2F%2Flocalhost%2Fpowertools-1%2Fcontrollers%2Flogin.php&state&scope=email%20profile&approval_prompt=auto
[2024-12-12 05:19:42] [IP: ::1] [Navegador: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36] Sesión iniciada.
[2024-12-12 05:19:42] [IP: ::1] [Navegador: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36] Conexión a la base de datos exitosa.
[2024-12-12 05:19:42] [IP: ::1] [Navegador: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36] Redirigiendo a autenticación con Google. URL: https://accounts.google.com/o/oauth2/v2/auth?response_type=code&access_type=online&client_id=667738411133-bj6hotjjifgdl8941jb0q33hc749t313.apps.googleusercontent.com&redirect_uri=http%3A%2F%2Flocalhost%2Fpowertools-1%2Fcontrollers%2Flogin.php&state&scope=email%20profile&approval_prompt=auto
[2024-12-12 05:19:46] [IP: ::1] [Navegador: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36] Sesión iniciada.
[2024-12-12 05:19:46] [IP: ::1] [Navegador: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36] Conexión a la base de datos exitosa.
[2024-12-12 05:19:46] [IP: ::1] [Navegador: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36] Parámetro 'code' recibido: 4/0AanRRrtxxb0NltiE2HGQuIYm9gBub5umPUji-uyaBgia-p0RndyVKpj-njdTYVVimP70kA
[2024-12-12 05:19:48] [IP: ::1] [Navegador: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36] Información de Google - Email: asesor4acicolombia@gmail.com, Nombre: Asesor 4
[2024-12-12 05:19:48] [IP: ::1] [Navegador: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36] Usuario no registrado. Insertando en la base de datos.
[2024-12-12 05:19:48] [IP: ::1] [Navegador: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36] Inserción exitosa. ID del nuevo usuario: 8.
[2024-12-12 05:25:19] [IP: ::1] [Navegador: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36] Sesión iniciada.
[2024-12-12 05:25:19] [IP: ::1] [Navegador: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36] Conexión a la base de datos exitosa.
[2024-12-12 05:25:19] [IP: ::1] [Navegador: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36] Configuración de Google iniciada.
[2024-12-12 05:25:19] [IP: ::1] [Navegador: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36] Redirigiendo al usuario para autenticación con Google. URL: https://accounts.google.com/o/oauth2/v2/auth?response_type=code&access_type=online&client_id=667738411133-bj6hotjjifgdl8941jb0q33hc749t313.apps.googleusercontent.com&redirect_uri=http%3A%2F%2Flocalhost%2Fpowertools-1%2Fcontrollers%2Flogin.php&state&scope=email%20profile&approval_prompt=auto
[2024-12-12 05:25:19] [IP: ::1] [Navegador: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36] Sesión iniciada.
[2024-12-12 05:25:19] [IP: ::1] [Navegador: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36] Conexión a la base de datos exitosa.
[2024-12-12 05:25:19] [IP: ::1] [Navegador: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36] Configuración de Google iniciada.
[2024-12-12 05:25:19] [IP: ::1] [Navegador: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36] Parámetro 'code' recibido: 4/0AanRRrsMOGDr8qQM97q1VrQxupAZAjsHOJ8JZEc6gXiRsXvQdoHFHXE8C81_rIiGMlu5iQ
[2024-12-12 05:25:20] [IP: ::1] [Navegador: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36] Token de acceso obtenido.
